"Title","Lyrics"
"Smoke Drink Pop","Verse 1: Travis Scott
You taste good like soul food
Parked up outside in the old-school
The new me back with the old you
A dog always find his way back home and its so true
Make it home, fall through and pop one
You know the mottos: Smoke some, drink some, pop one
Got your hand on my Glock while your ass ride shotgun
High, high stakes, we risk it every day
Ride around, around
I know fuckin ugly niggas just not fun
Had to zero out the fade cause Im not one, yeah, yeah

Bridge: Travis Scott
So smoke some, drink some, pop one Lit
Smoke some, drink some, pop one Lit
Smoke some, drink some, pop one Lit
Smoke some, drink some, pop one Lit
Yeah

Chorus: Cassie & Travis Scott, Travis Scott
Smoke some, drink some, pop one
Smoke some, drink some, pop one Ooh-ah
Smoke some, drink some, pop one
Smoke some, drink some, pop one Ooh-ah
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one Yeah
Smoke some, drink some, pop one
Smoke some, drink some, pop one Ooh-ah
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Verse 2: Travis Scott
Yeah, yeah, yeah, yeah, alright
Ima run through
On the front stoops all gettin ran through, yeah
Right, ball with it
Yeah, Im in a cat call with it
Yeah, I made phone calls with it
Yeah, I made bank calls with it, yeah
And H-Town lately where you find me, yeah
Ride round city, no ID, yeah
Back of the Benz where I find peace, yeah
Beats popular
And me notchin this
From doo-wop and em

Chorus: Cassie & Travis Scott
Smoke some, drink some, pop one
Smoke some, drink some, pop one Ooh-ah
Smoke some, drink some, pop one
Smoke some, drink some, pop one Ooh-ah
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one Yeah
Smoke some, drink some, pop one
Smoke some, drink some, pop one Ooh-ah
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop
One
Bridge: Travis Scott
Yeah, yeah
So smoke some, drink some, pop one Lit
Smoke some, drink some, pop one Lit
Smoke some, drink some, pop one Lit
Smoke some, drink some, pop one Lit
Yeah

Chorus: Cassie & Travis Scott
Smoke some, drink some, pop one Ooh-ah
Smoke some, drink some, pop one Ooh-ah
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one Yeah
Smoke some, drink some, pop one Ooh-ah
Smoke some, drink some, pop one
Smoke some, drink some, pop one Yeah
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one
Smoke some, drink some, pop one

Outro: Travis Scott
Your mama never let you guys outside
She probably still beat your ass
Man, what the
Man, you a virgin? You a virgin, huh?
Your lil small, your lil skinny ass cant even take it
What you doin with that weed?
Where you get that? Huh?
Ima tell your mama18"
"STARGAZING","Part I

Intro
Ah

Chorus
Rollin, rollin, rollin, got me stargazin Yeah
Sippin on purp, feelin like the Barre Baby Its lit
Whatever I downed, it got me goin crazy Yeah
Psychedelics got me goin crazy Alright

Post-Chorus
I was hot as hell out in the heat Yeah, yeah
Then a storm came in and saved my life
Head up to the sky, down on my knees Straight up
Out of nowhere, you came here to save the night
In the nighttime Woo, yeah

Verse
Rollin, rollin, rollin, got me stargazin Roll
Psychedelics got me goin crazy Oh, no
Niggas femalin, they excellin Yeah
Are they intellin? What you tellin?
We propellin, up top with Ellen, uh With the choppers
Kill the jealous with propane repellent
Got me goin crazy Its lit
On tour, well tell em, we brought the section Gang
They keep on callin up, its getting hectic Brrt
Like we projected
So we cut the plug, hes interjected Got me goin crazy
Chorus
Rollin, rollin, rollin, got me stargazin Yeah
Sippin on purp, feelin like the Barre Baby Its lit
Whatever I downed, it got me goin crazy Yah
Psychedelics got me goin crazy Alright

Post-Chorus
I was hot as hell out in the heat Yeah, yeah
Then the storm came in and saved my life
Head up to the sky, down on my knees Straight up
Out of nowhere, you came here to save the night
In the nighttime Woo, yeah
Segue
Got me goin crazy

Part II

Verse: Travis Scott & MC E
Okay, I been up for some days, I aint got time to lay
Just to drown out all these thoughts, I tried all kind of things
If I take you to my past, you will be traumatized
Got a thousand kids outside thats tryna come alive
99, took AstroWorld, it had to relocate
Told the dawgs Id bring it back, it was a seal of faith
Before no car notes, baby girl, she played the tourist guide
Got the keys into my city, now she know the rides
Got new money, got new problems, got new enemies
When you make it to the top, thats the amenities
Packin out Toyota like Im in the league
And it aint a mosh pit if aint no injuries
I got em stage divin out the nosebleeds Alright, alright, alright
And she hit that booger sugar til her nose bleed Alright, alright, alright
Bounce that shit forever, she on both knees
She was talkin bout forever, got a whole week Alright, alright, alright
Plus, she know my baby mama is a trophy
She be throwin up them Bs, feel like we both bleed
She keep my dick jumpin up, feel like Im Moby
Im way too gold for this beef, feel like Im Kobe, yeah
This right here is astronomical
I see you picked up all my ways, I feel responsible
They tryna say that all my problems is improbable
They keep itchin at my spirit, Im diabolical, you feel me?237"
"STOP TRYING TO BE GOD","Intro
This is the real action: the pot party, the trippers, the grasshoppers, the hip ones
All gathered in secrecy and flying high as a kite

Pre-Chorus: Kid Cudi & Philip Bailey
Hmm-hmm
Just know what this about
Hmm-hmm-hmm, hmm-hmm
Palm trees, oceans, fresh air, that can break your heart

Chorus: Kid Cudi & Philip Bailey
Hmm-hmm Stop tryna be God
Hmm-hmm, hmm-hm
Hmm-hmm Stop tryna be God
Hmm-hmm Thats not who you are
Hmm-hmm Stop tryna be God
Hmm-hmm Thats just not your job
Hmm-hmm Stop tryna be God, God

Verse 1: Travis Scott
Ride for it every night
Visions and these angles tight
Truth be told, I never try
Diamonds are the wife of life
All three Rollies look alike Hm
After two you get a hook-up price
Stripper never worked a nine-to-five Hm
Delta and I ship it overnight Hm
Stop tryna be God Almighty Hm
Fuck the money, never leave your people behind, yeah
Its never love, no matter what you try
Still can see it comin down your eyes
Cause they did not create commandments Ooh-ooh
When you hustle, always make it fancy Ooh-ooh
The signals far from what you can be Ooh-ooh
Cause air traffic controls the landing, yeah, yeah, yeah, yeah
Chorus: Kid Cudi & Philip Bailey
Hmm-hmm Stop tryna be God
Hmm-hmm, hmm-hm
Hmm-hmm Stop tryna be God
Hmm-hmm Thats not who you are
Hmm-hmm Stop tryna be God
Hmm-hmm Thats just not your job
Hmm-hmm Stop tryna be God, God

Verse 2: Travis Scott
Stop tryna play God Almighty
Always keep your circle tight
I been wantin shit my whole life
Im warning you, better not try to play God tonight
If I love her, Ima pass on her
First rule of war, you find an act on her
You cant win a trophy or a plaque off her
But never turn your back on her
Cause they did not create commandments
When you hustle, always make it fancy
The signals far from what you can be
Cause air traffic controls the landing, yeah, yeah, yeah, yeah
You wont succeed tryna learn me
Stick to the roads in my journey
Stay out of court when you got the attorney
She say she love, but want to really burn me
Chorus: Kid Cudi & Philip Bailey
Hmm-hmm Stop tryna be God
Hmm-hmm, hmm-hm
Hmm-hmm Stop tryna be God
Hmm-hmm Thats not who you are
Hmm-hmm Stop tryna be God
Hmm-hmm Thats just not your job
Hmm-hmm Stop tryna be God, God

Bridge: James Blake
Is it the complex of the saint
Thats keepin you so, so, so still still?
Is it a coat of old paint
Thats peelin every day against our will?
Is it too long since the last
Open conversation you had? Oh, no
And did you see the void in the past?
And can you ever see it comin back?
Well, can you always be a step ahead of it for me?
Well, can you always be a step ahead of it for me?

Outro: James Blake, Kid Cudi & Stevie Wonder
Woah-oh-oh
Woah-oh-oh
Woah-oh-oh
Woah-oh-oh
That it?134"
"Swang (Remix)","Intro: Travis Scott
Young niggas, young niggas ready to go
Im a young, young nigga got me fucked up
Im a young, young nigga lets pour up yeah
Young niggas, young niggas ready to go
Im a young, young nigga got me fucked up
Im a young, young nigga lets pour up yeah
Young niggas, young niggas ready to go
Im a young, young nigga got me fucked up
Im a young, young nigga lets pour up yeah

Verse 1: Travis Scott
Big body hoggin up the lanes, whip so big its like a plane yah!
Tattoos on my body and my face, you know a young nigga cant be tamed
You dont want no problems this-a-way oh my god
I got blue and red flags in my gang
They say where you get them boogers in your fangs? Its lit
You know I had to hit up Johnny Dang bling, bling bow, bow
Ya, ya, I need that ice ah, I need that ice ah
Give me just what I need straight up, ya, all them gon ride for me
Go and bend down for me, never gon cop a plea

Chorus: Travis Scott
Know some young niggas like to swang
Know some young niggas like to swang
Pass me one while Im grippin grain
Dont hit the window dont hit the brakes
Know some young niggas like to swang
Know some young niggas like to swang
We young niggas you cant hang oh no
You know my young niggas cant be tamed alright!
Bridge: Travis Scott
Young niggas, young niggas ready to go
Im a young, young nigga got me fucked up
Im a young, young nigga lets pour up yeah

Verse 2: Travis Scott
If I say I got it then you know I got it, yuh
Bands, bands, bands, cant fit in my pocket alright
Take off with me now, take off on my rocket Its lit
Smash everything in Aces now we off to Follies ooh
Now we on our own drivin with suspension
Ones, ones, ones, thats that repetition straight up
Pimpin, Johnny Gill thats that new edition
La Flame Don Juan young nigga pimpin heee
All you can handle, I rock that bitch off the handles yah
She bust it open like sandals, mess with the flannels
Diamonds go hard with the flannels nahh
Dont need to control her Its lit
I change my bitch like a channel ahh
Young niggas inside and I got young niggas
Young niggas with me Straight up

Chorus: Travis Scott & Swae Lee
Know some young niggas like to swang
Know some young niggas like to swang
Tattoos on my body and my face
You know them young niggas cant be tamed
Know some young niggas like to swang
Know some young niggas like to swang
Big bank take a little bank
Everyday spillin up drank
She want the whole crew, shawty brave
When the money talks, what is there to say?
Blow away, watch it blow away
When I die cant take it to the grave
Bridge: Swae Lee
Hop out, drop, top, fuck yall talkin I need it right now
Cash in the air, yeah, what goes up gotta come down

Verse 3: Slim Jxmmi
I know some young niggas from the bottom
Theyll do anything for a dollar
I coulda went to school to be a doctor
But I dropped out and chose to be a baller
Switchin lanes, spittin game in my new drop
Still on a paper chase that dont never stop
Everybody with me family, thats how we rock
Party at the mansion, we bout to flood the spot
Sremmlife!

Chorus: Swae Lee
Know some young niggas like to swang
Know some young niggas like to swang
Big bank take a little bank
Everyday spillin up drank
She want the whole crew, shawty brave
When the money talks, what is there to say?
Blow away, watch it blow away
When I die cant take it to the grave54"
"Sway in the Morning Freestyle","Diving a hearse, I dive and I curse
I dive at my worst, we dive and we lurk
Out on the scene, blowing on green
Denim my jeans, Molly you know where theyre seen
Margiela dipping, I coast, Im out on the boat
We freestlye, niggas is spitting rhymes off the throat
Im moving, Im scheming moving, Im dodging and grooving
Sway in the Morning, nigga aint losing
IPhone 6, Im chirping and lurking the scene
You know I get it, blowin Im blowin that mean
Mr. So Clean, no bald head the dreads never, the braids whether
You niggas out here changing the weather rain
My dollar bills are hundreds and fifties, no twenties
Tens, I never get it, money is plenty
On a billion dollar mind scheme, on the rhyme scheme
You know La Flame doing a hundred damn five things
Dressed here, with the retro, might pull up on your show Trillelectro
Might hit the Amsterdam with the mess low
La Flame coming through, with the next flow
Im looking at the dash, its 12:06
Im looking at your girl, thats my bitch!
You took her out now, she living with me
I aint rolling through, with written shit
This is straight flow, waking up at the 9AM, blowing dope
Nigga like me, Im blowing smoke
Hotel at my door, like you gotta go,
I aint leaving til 4, yeah you gotta know
Free the Snowman, free my nigga Meek Milly
He the first nigga showed me duffle bag with millie
Nigga put me in a Bentley, nigga blowing Philly
Had me out in Philly, after Wet Willies
Took em to Miami, took em to damn Diddy
Out on the boat rolling, Im sipping on wet willies
Once again no Ciroc, Im moving, Im moving good
Shout my nigga Ye, we all G.O.O.D
Shout my nigga T.I, the Hustle Gang good
Shout my niggas, NY, Im blowing Backwoods
You know how we get it, Im kicking it freestyle
Days Before Rodeo, nigga go get wit it6"
"?sweet sweet","Intro
Whistling

Bridge
Cause youre sweet
Sak pas? Its lit
Wah yah seh? Wah yah seh?
Run it up Yah, all this cake Yah, yah
Bag it up Yah, den come right away Yah, yah!
Cause youre sweet Yah, yah-yah!
Whats your status? Yah
Yah, might hit your address, if Im on them Addys Yah
Jet right to you, I cant do no traffic Skrrr, skrrr
I cant do no lacking Skrrr, skrrr

Chorus
Cause youre sweetsweetlike cocoa
But all you wanna do is the coco Yah
Hangin out with you is a no go Yah, yah-yah, straight up
Cause youre sweet Sweet, sweet, like cocoa
But all you wanna do is the coco Sweet, sweet, sweet
Hangin out with you is a no go Sweet, sweet, sweet
Cause youre sweet Sweet

Verse 1
Like my time, like my juice Sweet, sweet
We been downstairs in the basement with the moves Sweet, yah
Shout my town, shout my troops Shout, shout
Shout my jeweler, made my chain look like Froot Loops, yuh Its lit
Come get a taste, come get a scoop Scoop
I done made it out the hood through all the hoops Hula hoops
I done finally found a way to make the loot Make the loot
Link up all my niggas and my Jewels, yuh High up
Link up, link up, yuh, link up, pour my syrup Yah
Diamonds, yeah, they link up, link up
Go berserk, do some shit you think of Yah, yah
Lean, lean, lean, all this lean, lean, lean
We might lean, lean, lean Oh
Smoke all my shit Shit
Stop it, start again Yah
Chorus
Cause youre sweet Yah, like cocoa
But all you wanna do is the coco
Hangin out with you is a no go

Bridge
Cau-, cause youre sweet, yuh
Sak pas? Yah
Wah yah seh? Yah, yah
Runnin up Yah, all this cake Yah
Bag it up Bag it up, den come right away

Verse 2
When I ask who bigger Yah
Aint tryna argue with ya, Im tryna figure Straight up
Who you with, who your team, what your side? Yah
How you, how you, how you ride? Skrrr, skrrr
How you use me to survive? Straight up
Yuh, cause we up, lit at five Oh
At the crib goin live, oh, so live Yuh
Eric hit the strippers, yuh, order V Live Yah
Order wings, told em hold it Hold it

Chorus
Cause youre sweet Its lit, like cocoa Its lit
But all you wanna do is the coco Yah, yah
Hangin out with you is a no go Straight up
Outro
Cause youre sweet like cocoa
But all you wanna do is the coco
Hangin out with you is a no go
Cause youre sweet96"
"Takeoff","Intro
Edsclusive
Honorable C.N.O.T.E

Pre-Chorus
Im on my spaceship, takeoff Ooh-ooh
Space, takeoff, space, takeoff, space, takeoff
Im with the baddest in the city and shes out of this world Ooh
Out of this world, she out of this world
I mustve died and went to Heaven Ooh-ooh
Went to Heaven, went to Heaven, went to Heaven
Cause all I see is Raris, Lamborghinis and topless girls Ooh
Topless girls, topless girls

Chorus
My life really is a highlight
My life turnin to the day light
All the pretty girls wanna stay the night
Money, money, money, thats what they like

Open Verse

Pre-Chorus
Im on my spaceship, takeoff Ooh-ooh
Space, takeoff, space, takeoff, space, takeoff
Im with the baddest in the city and shes out of this world Ooh
Out of this world, she out of this world
I mustve died and went to Heaven Ooh-ooh
Went to Heaven, went to Heaven, went to Heaven
Cause all I see is Raris, Lamborghinis and topless girls Ooh
Topless girls, topless girls
Chorus
My life really is a highlight
My life turnin to the day light
All the pretty girls wanna stay the night
Money, money, money, thats what they like

Open Verse3"
"TELEKINESIS","Intro: Future
Used to wanna fuck an R&B bitch, then that shit happened, yeah, yeah Pluto
Used to wanna be rich, then it finally happened
Thought itd make me happy Thought itd make me happy

Verse 1: Future
I couldve took the pain and I couldve went out sad
Streets stepped in and raised me, but I aint have my daddy
Niggas tryna clone me, run off with my swag
From sellin coco, got Chanel on my jacket Jacket
Shawty give me mop with the less, it dont last Last
Takin more drugs all alone in a mansion
Walkin around tweakin with the yop in my hands Walkin around tweakin
Just another broke ho just preachin for thse bands Just another ho
And I know Im due for a billion-dollar advanc Uh-huh

Chorus: Travis Scott & Future
I can see the future, I can see the future I can see the future
I can see the future, its lookin like we leveled through the sky
I cant wait to live in glory in eternal lastin life Livin in glory
Wont you take the wheel? And I recline and I sit still
Might as well turn up now, He gon pop up unannounced
To the trumpets, do you like the way it sounds? Like the way it sound

Post-Chorus: Travis Scott
You know the future of the bounce, ayy
I can hear your thoughts so loud, I can hear the crowd so loud
Do you like the way it sounds? Ayy
I can hear your thoughts so loud, I can hear the crowd so loud So loud
Bridge: Travis Scott & Future
I can see the future
Ride with Wolf and Storm and some troopers
Ridin through this shit, this shit is stupid
Sky walkin round like Im Luke-uh
Duckin all these convos like Im Bruce-uh, super
Mobbin with my angels dodgin Lucifer Mob
Seein every angle, I can see through ya, yeah Yeah

Chorus: Travis Scott & Future
I can see the future, its lookin like we leveled through the sky Seen enough
I cant wait to live in glory in eternal lastin life Livin in glory
Wont you take the wheel? And Seen enough I recline and I sit still
Might as well turn up now, He gon pop up unannounced
To the trumpets, do you like the way it sounds?
You know the future of the bounce

Refrain: Future
Count so much money til my skin peel
Cherry-red Benz like the real pimp Yeah
My bro cook up dope, it take real skill
Share my bitch with my ho, aint got no chill No
You either gettin to money or youre gossipin Yeah
She chose up, put on this coat, now she lottery

Verse 2: Future
Places I thought Id never go I fly models in
I hear the demons clear when they callin Yeah
Flyest on the Earth, so I had to name myself a planet Pluto
Automatic dead when you goin against my family
Few breakups went public, I just bought another baddie Bought another baddie
Bitch knew I was toxic, when she met me, I was a savage Met me, I was a savage
High in the hills tryna avoid any madness Yeah
Private on the Lear, this just like we imagined
Only settlin for this Hi-Tech cause I aint got the Actavis Yeah
Im tryna be modest Yeah, it sound like Im braggin Braggin
Cartier my frames Frames, all because my fame Fame
Bitch said she ashamed to love me in public, rather go private Seen enough
Refrain: Future
Count so much money til my skin peel
Cherry-red Benz like the real pimp
My bro cook up dope, it take real skill
Share my bitch with my ho, aint got no chill
You either gettin to money or youre gossipin
She chose up, put on this coat, now she lottery

Chorus: Travis Scott
I can see the future, its lookin like we leveled through the sky
I cant wait to live in glory in eternal lastin life
Wont you take the wheel? And I recline and I sit still
Might as well turn up now, He gon pop up unannounced
To the trumpets, do you like the way it sounds?

Bridge: SZA & Travis Scott
I cant get enough, told you I just want it all
I cant get enough, you aint been doin enough Do you like the way it sounds?
So cold, so cold
Its so cold, so cold, so cold

Verse 3: SZA
You could see the future, theres a sparkle in your eye
Why you all up on my thigh? Cant let you
Niggas plottin my demise, I got murder on my mind
I got money on the line, I cant lose if I tried
Let no bitch break my stride
Chosen, Im gon bet on me
Chosen, all my shit antique
Frozen, I cant feel no heat
Diamonds dancing on me
You startin fresh, man, you fell out of pocket
You fucked that girl that you met at the party
I got some new niggas down in the lobby
How can I sleep when youre out catchin bodies?
I still wanna be with you, trust me, I know thats insane
Id rather fuck on you than fuck on lames
I did some shit in Berlin, Im OD
We both aint shit and its workin for me
Workin for me, yeah
I can see the future, I can see the future18"
"THANK GOD","Verse 1: Travis Scott
I wont doubt it, I wont
He wont mislead all His followers
Prayin on the process, mind and spirit
Feel like
Like Im
Floatin in my prime time

Pre-Chorus: Travis Scott
One life, live it right now
One life, live it in

Chorus: KayCyy
Goodbyes, thats life
Fun times for life
For life, from down my eyes
Thank God Im free tonight
Verse 2: Travis Scott & Teezo Touchdown
Got God on the line
Tell the devil Im fine
He always tryin
Tryin his best No question
Top of the pole
Me and my bros
When the story get told
Its gon be BMF Muchas gracias
This shit sound hard
It wasnt made easy
You cant live twice
Thank God Im brathin We gon fuck it up
We gotta go now
Pre-Chorus: Travis Scott
One lif, live it right now
One life, live it in

Chorus: KayCyy & Teezo Touchdown
Goodbyes, thats life
Fun times for life
For life, from down my eyes
Thank God I breathe tonight Fuck it up

Segue: Travis Scott
Oh

Verse 3: Travis Scott & Stormi Webster
Still no pressure
Thank God, I breathe
Cause shit I speak is what they need, I tell no lies
Im still up top, they still cant drop, but what if they not? Uh
Yeah Yeah
Last tape was filled up with slaps, I guess gotta run this shit back
Didnt like the way that shit went down at the awards, I admit it, it turned to a beast
This that shit right here that get me goin, after I pop me a piece
Way that we killin the critics and killin the hate, might gotta talk to a priest
The way we evolved and knocked down walls, this shits outrageous Ooh
A quarterback calls, I dont like 12, except Tom Brady
Cant short my stock, I still stack tall, you still cant trade me
Storms a minor but you know she livin major Thats right, daddy
When you flyin up this high, it aint no cables
Shit so lit, what happen in Vegas, it stay in Vegas
Mornin time, we check the news, we made the papers14"
"That B!tch Crazy","Intro
Talking on the Phone
She got a hold on me
Then she turnt around and go so cold on me
Almost frozed on me
Yeah I know
Na-na-na-now that bitch cant let me go

Hook
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy

Verse 1
I dozed off in this cabin
Damn, I woke up barely breathing
Damn, I cant believe what Im seeing, bitch from last weekend
We all met up for drinks and
She standing same coat, still chiefing on that pinewood
Im tryna figure how I end up in these dry woods
About as high as I was, no clothes and Im tied up
Look like life or death, and she staring me in eyes
So I had to wipe my eyes cause this shit aint gone fly
So I had to go, broke out then I clocked out now its time to roll
Should have know I shouldnt have boned but I had the dough
When I pulled out all the weed she pulled out the blow
Hook
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy

Verse 2
We took trips down to Marrows even shopped up at Meadows
She moved straight out the ghetto cause she deep down in that hell hole
Scholarships, daddy even let her drive all kind of whips
Thats why I hear tire screeching
Oh my gosh oh my gosh oh my gosh oh my gosh
I feel like she right behind me
But that ass might be outside
See all this gold right behind me, now that shit aint no mirage
And she crazy like she Fonzy cause I wont have no menage
When I see me on the concrete man I swear I almost died
Somehow I jumped straight out my car seat not even I parked that shit outside
That bitch had me running down a dark street
How I made it out alive I dont know I must be slonky
How I know, now now I know

Hook  Bridge
She met me at the street lights, street lights
She met me at the street lights, street lights
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy
She met me at the street lights, street lights
She met me at the street lights, street lights
She met me at the, that bitch crazy, that bitch crazy
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy
The street lights, the street lights
She met me at the street lights, street lights8"
"The Curse","Intro
Yeah, yeah, ooh-oh
Yeah
Yeah, ooh-oh
Yeah, yeah
They love you then they hate you, thats the curse

Chorus
They love you then they hate you, thats the curse, yeah
Niggas always plottin on your worth, yeah
But momma always taught you put in work
Put in work, yeah, put in work, yeah
When your niggas switch up on you, thats the worst, yeah
They love you then they hate you, thats the curse, yeah
They love you then they hate you, thats the curse, yeah, ooh-ah

Verse 1
Got a call on the plane, I just left Mich
Second row, the guy next to me havin a slick conversation
Mama said the state denied for the fifth time
She need to borrow right now, yeah
I wrapped the money, flew it like a kite to H-Town, yeah
Now we on now like the light bill, but never cuttin off, yeah
Im on top now, still comin down, but never fallin off, yeah
I might need the distance, all I need is time, time
Cant even look at my phone line
Without a couple texts that I cant deny
Locked the phone, I had to close my eyes
Half the time, man, they tellin lies
Who to trust? Man, I cant decide
Nowadays, we just dont reply
But they know my name, they compare it, still
We was busting seals before we had a mil
We done had the grills before we had a deal
Im a Houston nigga, thats what made me here
Thats the curse, yeah
Bridge
They love you then they hate you, thats the curse, yeah
They love you then they hate you, thats the curse, yeah
But your momma always taught you put in work
Put in work, yeah, put in work, yeah
Yeah! Yeah!

Verse 2
They might hit you with that Tyga, never do you right
Hit you with that Bill Cosby, thirty bitches overnight
I might have to hit my back up, hit that 713 side
I might have to pull a Tiger, I might have to crash my ride
Cant be like you niggas, no, cant be like you guys
I cant tell no stories, no, I cant tell no lies
All we do is money, do that money exercise
We just pay our taxes, pay our tags, dont pay no mind
Thats the worst

Refrain
They love you, then they hate you, thats the curse, yeah
They love you, then they hate you, thats the curse, yeah
They love you, then they hate you, thats the curse, yeah, yeah
Yeah! Yeah!

Outro
Yeah, yeah, yeah Yah, yah
Yeah, yeah, yeah Yah, yah, yah
Ooh-wah-oh Yah, yah, ooh-oh Yah, yah, yeah
Yeah, yeah, yeah Yeah
Yeah, yeh-ayy, yeah-ayy-ayy, yeah-ah, yeah, oh, oh-ooh-ohh12"
"?the ends","Produced by Evian Christ, OZ, Vinylz, Daxz & WondaGurl

Intro: Travis Scott
2 AM, howlin outside
Lookin, but I cannot find
Dont you fall asleep this time
I been on a long way drive
Only you can stand my mind
Only you can fix inside
So if I make it out tonight
Lets make it a badass time

Verse 1: Travis Scott
Okay, I got it, copy
2020 but I cant see nobody
One eye open, Illuminati
This might be the verse that make em drop me
Aint makin friends, we just makin hobbies Yeah
No, that wasnt my girl, that was just a hobby Yeah, yeah
Call up 50, tell em load up the lobby
Elevator up, no need to find me, yeah, yeah
X-ray vision, see through you niggas
Newspaper stand, we press the issue Press it, press it, press the issue
We aint sendin shots, we launchin missiles Yeah, right up at your hood up north
Checkin Third Ward, Im goin mental
Fuckin up my room, Ive been rackin up incidentals
Cookin on a tune, Ive been cheffin up instrumentals
Nothin else to do when youre ridin in the
When you ridin in the, in the back of the back seat Back seat, back seat, back seat, back seat
Driver run the miles up like Im runnin a track meet Track meet, track meet, track meet, track meet
Gotta watch my back now, cause these niggas at me
All black in a Benz when I pull up on ya
Chorus: Travis Scott & Andr 3000
They dont want to see me in the ends, in the ends
Let me catch you creeping here past 10, in the ends
From a tribe of check-a-hoe like Indian
Oh, yeah, oh, yeah, oh, yeah Eh-hey

Verse 2: Andr 3000
To them Im a big dick, a cheque and some laughter Hahaha
I guess its all survival but please be careful, uh
I gave up on the Bible long time ago, uh
Oh, I hope it aint give up on me, I dont know, ha
I came up in the town, they were murderin kids, hmm
And dumped em in the creek up from where I live Ayy
Bodies, bodies, bodies sprinkled around Uh, uh
We runnin through the sprinkler lookin around
Killer would show up with boxes of pizza, uh
And said he had a label recruitin people Uh
Put that on my grandma and everything, yeah
My homie said he told em his name was Wayne
It couldve been me or couldve been you too
But what a memory, it may need interludes Couldve been me
Whats gon patch up my inner tube
So I could pop a wheelie and walk it too

Outro: Travis Scott
Oh yeah, La Flame with the nappy fro now, yeah
In the ends, Ima kick your door down, oh yeah
We keep wildin out the Mo now, oh yeah
Keep that 300 Z-Ro when I pull up on ya122"
"The Hooch","Chorus
Wrist, wrist, mix up the hooch Yeah!
Mix up the hooch Up the hooch
No, this not Goose, this the hooch
Yeah, off the hooch, umm yeah Yeah, yeah
Feelin kinda loose off the hooch
Yeah, loose off the hooch Off the hooch
Mix, mix, wrist, mix, mix, wrist up the hooch Yeah!
Mix up the hooch, umm, yeah

Verse 1
Fly done changed Yeah!
All in the mall, I aint got no brain Yeah!
Doin shit together we cant do again Straight up!
Brooklyn with the combo, Ill put in pain
Ooh, Im back for another one
Ooh, I like the way you wind it Its lit!
Ooh, I hate when were distant Yeah!
Ooh, she want a Michael, she dont do Jermaines Hee-hee
Prince with the hundreds, yeah, purple rain Hee-hee
Roll me up a Backwood, I cant do no planes Hee-hee
When I take a sip, I swear I know myself Yeah!
I can teach your ass the combo, dont tell nobody else Straight up!

Chorus
Wrist, wrist, mix up the hooch Up the hooch
Mix up the hooch Up the hooch
No, this not Goose, this the hooch
Yeah, off the hooch, umm yeah
Feelin kinda loose off the hooch Yeah!
Yeah Yah!, loose off the hooch
Mix, mix, wrist, mix, mix, wrist up the hooch Its lit!
Mix up the hooch Straight up!
Verse 2
Yeah, Clark Gable
Aint no actin, leave yo feelings at the crap table
In the party, I got jiggas in my Winnebago
Only horses, dont do Porsches cause theyre never stable
Off the hooch juice, ooh
Off the hooch juice, ooh
Pop two tens, thats a twenty, we just started
Damn, Im sorry if I end up crashin in garages
Yeah, think you run your city, but youre barely joggin
Yeah, think Im shitting on you, but I barely farted
Yeah, might just cop the parment, put it in apartment, yeah, yeah
Biggie Poppa way I hit my baby, baby, yeah, yeah
Lil Wayne on the bracelets for a Cartier, yeah, yeah
V. Live or V. Live I cannot choose
If I tell you the combo can I trust you?
Umm, yeah

Chorus
Wrist, wrist, mix up the hooch
Mix up the hooch
No, this not Goose, this the hooch
Yeah, off the hooch, umm yeah
Feelin kinda loose off the hooch
Yeah, loose off the hooch
Mix, mix, wrist, mix, mix, wrist up the hooch
Mix up the hooch, umm, yeah
Yeah64"
