Title,Lyrics
Superman,1 ContributorSuperman Lyrics.See Travis Scott LiveGet tickets as low as $15You might also likeEmbed
Swang (Remix),"79 ContributorsSwang (Remix) Lyrics[Intro: Travis Scott]
Young niggas, young niggas ready to go
I'm a young, young nigga got me fucked up
I'm a young, young nigga let's pour up (yeah)
Young niggas, young niggas ready to go
I'm a young, young nigga got me fucked up
I'm a young, young nigga let's pour up (yeah)
Young niggas, young niggas ready to go
I'm a young, young nigga got me fucked up
I'm a young, young nigga let's pour up (yeah)

[Verse 1: Travis Scott]
Big body hoggin' up the lanes, whip so big it's like a plane (yah!)
Tattoos on my body and my face, you know a young nigga can't be tamed
You don't want no problems this-a-way (oh my god)
I got blue and red flags in my gang
They say ""where you get them boogers in your fangs?"" (It's lit)
You know I had to hit up Johnny Dang (bling, bling bow, bow)
Ya, ya, I need that ice ahí, I need that ice ahí
Give me just what I need (straight up), ya, all them gon' ride for me
Go and bend down for me, never gon' cop a plea

[Chorus: Travis Scott]
Know some young niggas like to swang
Know some young niggas like to swang
Pass me one while I'm grippin' 'grain
Don't hit the window don't hit the brakes
Know some young niggas like to swang
Know some young niggas like to swang
We young niggas you can't hang (oh no)
You know my young niggas can't be tamed (alright!)
See Travis Scott LiveGet tickets as low as $15You might also like[Bridge: Travis Scott]
Young niggas, young niggas ready to go
I'm a young, young nigga got me fucked up
I'm a young, young nigga let's pour up (yeah)

[Verse 2: Travis Scott]
If I say I got it then you know I got it, yuh
Bands, bands, bands, can't fit in my pocket (alright)
Take off with me now, take off on my rocket (It's lit)
Smash everything in Aces now we off to Follies (ooh)
Now we on our own drivin' with suspension
Ones, ones, ones, that's that repetition (straight up)
Pimpin', Johnny Gill that's that new edition
La Flame Don Juan young nigga pimpin' (heee)
All you can handle, I rock that bitch off the handles (yah)
She bust it open like sandals, mess with the flannels
Diamonds go hard with the flannels (nahh)
Don't need to control her (It's lit)
I change my bitch like a channel (ahh)
Young niggas inside and I got young niggas
Young niggas with me (Straight up)

[Chorus: Travis Scott & Swae Lee]
Know some young niggas like to swang
Know some young niggas like to swang
Tattoos on my body and my face
You know them young niggas can't be tamed
Know some young niggas like to swang
Know some young niggas like to swang
Big bank take a little bank
Everyday spillin' up drank
She want the whole crew, shawty brave
When the money talks, what is there to say?
Blow away, watch it blow away
When I die can't take it to the grave
[Bridge: Swae Lee]
Hop out, drop, top, fuck y'all talkin' I need it right now
Cash in the air, yeah, what goes up gotta come down

[Verse 3: Slim Jxmmi]
I know some young niggas from the bottom
They'll do anything for a dollar
I coulda went to school to be a doctor
But I dropped out and chose to be a baller
Switchin' lanes, spittin' game in my new drop
Still on a paper chase that don't never stop
Everybody with me family, that's how we rock
Party at the mansion, we bout to flood the spot
Sremmlife!

[Chorus: Swae Lee]
Know some young niggas like to swang
Know some young niggas like to swang
Big bank take a little bank
Everyday spillin' up drank
She want the whole crew, shawty brave
When the money talks, what is there to say?
Blow away, watch it blow away
When I die can't take it to the grave54Embed"
Sway in the Morning Freestyle,"11 ContributorsSway in the Morning Freestyle LyricsDiving a hearse, I dive and I curse
I dive at my worst, we dive and we lurk
Out on the scene, blowing on green
Denim my jeans, Molly you know where they're seen
Margiela dipping, I coast, I'm out on the boat
We freestlye, niggas is spitting rhymes off the throat
I'm moving, I'm scheming moving, I'm dodging and grooving
Sway in the Morning, nigga ain't losing
IPhone 6, I'm chirping and lurking the scene
You know I get it, blowin' I'm blowin' that mean
Mr. So Clean, no bald head the dreads never, the braids whether
You niggas out here changing the weather (rain)
My dollar bills are hundreds and fifties, no twenties
Tens, I never get it, money is plenty
On a billion dollar mind scheme, on the rhyme scheme
You know La Flame doing a hundred damn five things
Dressed here, with the retro, might pull up on your show Trillelectro
Might hit the Amsterdam with the mess low
La Flame coming through, with the next flow
I'm looking at the dash, it's 12:06
I'm looking at your girl, thats my bitch!
You took her out now, she living with (me)
I ain't rolling through, with written shit
This is straight flow, waking up at the 9AM, blowing dope
Nigga like me, I'm blowing smoke
Hotel at my door, like ""you gotta go,""
I ain't leaving 'til 4, yeah you gotta know
Free the Snowman, free my nigga Meek Milly
He the first nigga showed me duffle bag with millie
Nigga put me in a Bentley, nigga blowing Philly
Had me out in Philly, after Wet Willies
Took 'em to Miami, took 'em to damn Diddy
Out on the boat rolling, I'm sipping on wet willies
Once again no Ciroc, I'm moving, I'm moving good
Shout my nigga Ye, we all G.O.O.D
Shout my nigga T.I, the Hustle Gang good
Shout my niggas, NY, I'm blowing Backwoods
You know how we get it, I'm kicking it freestyle
Days Before Rodeo, nigga go get wit itSee Travis Scott LiveGet tickets as low as $15You might also like6Embed"
​sweet sweet,"155 ContributorsTranslationsEspañolPortuguêsTürkçe​sweet sweet Lyrics[Intro]
(Whistling)

[Bridge]
'Cause you're sweet
Sak pasé? (It's lit)
Wah yah seh? (Wah yah seh?)
Run it up (Yah), all this cake (Yah, yah)
Bag it up (Yah), den come right away (Yah, yah!)
'Cause you're sweet (Yah, yah-yah!)
What's your status? (Yah)
Yah, might hit your address, if I'm on them Addys (Yah)
Jet right to you, I can't do no traffic (Skrrr, skrrr)
I can't do no lacking (Skrrr, skrrr)

[Chorus]
'Cause you're sweet—sweet—like cocoa
But all you wanna do is the coco (Yah)
Hangin' out with you is a no go (Yah, yah-yah, straight up)
'Cause you're sweet (Sweet, sweet), like cocoa
But all you wanna do is the coco (Sweet, sweet, sweet)
Hangin' out with you is a no go (Sweet, sweet, sweet)
'Cause you're sweet (Sweet)

[Verse 1]
Like my time, like my juice (Sweet, sweet)
We been downstairs in the basement with the moves (Sweet, yah)
Shout my town, shout my troops (Shout, shout)
Shout my jeweler, made my chain look like Froot Loops, yuh (It's lit)
Come get a taste, come get a scoop (Scoop)
I done made it out the hood through all the hoops (Hula hoops)
I done finally found a way to make the loot (Make the loot)
Link up all my niggas and my Jewels, yuh (High up)
Link up, link up, yuh, link up, pour my syrup (Yah)
Diamonds, yeah, they link up, link up
Go berserk, do some shit you think of (Yah, yah)
Lean, lean, lean, all this lean, lean, lean
We might lean, lean, lean (Oh)
Smoke all my shit (Shit)
Stop it, start again (Yah)
See Travis Scott LiveGet tickets as low as $15You might also like[Chorus]
'Cause you're sweet (Yah), like cocoa
But all you wanna do is the coco
Hangin' out with you is a no go

[Bridge]
'Cau-, 'cause you're sweet, yuh
Sak pasé? (Yah)
Wah yah seh? (Yah, yah)
Runnin' up (Yah), all this cake (Yah)
Bag it up (Bag it up), den come right away

[Verse 2]
When I ask who bigger (Yah)
Ain't tryna argue with ya, I'm tryna figure (Straight up)
Who you with, who your team, what your side? (Yah)
How you, how you, how you ride? (Skrrr, skrrr)
How you use me to survive? (Straight up)
Yuh, 'cause we up, lit at five (Oh)
At the crib goin' live, oh, so live (Yuh)
Eric hit the strippers, yuh, order V Live (Yah)
Order wings, told em' hold it (Hold it)

[Chorus]
'Cause you're sweet (It's lit), like cocoa (It's lit)
But all you wanna do is the coco (Yah, yah)
Hangin' out with you is a no go (Straight up)
[Outro]
'Cause you're sweet like cocoa
But all you wanna do is the coco
Hangin' out with you is a no go
'Cause you're sweet96Embed"
Takeoff,"25 ContributorsTakeoff Lyrics[Intro]
Edsclusive
Honorable C.N.O.T.E

[Pre-Chorus]
I'm on my spaceship, takeoff (Ooh-ooh)
(Space, takeoff, space, takeoff, space, takeoff)
I'm with the baddest in the city and she's out of this world (Ooh)
(Out of this world, she out of this world)
I must've died and went to Heaven (Ooh-ooh)
(Went to Heaven, went to Heaven, went to Heaven)
'Cause all I see is 'Raris, Lamborghinis and topless girls (Ooh)
(Topless girls, topless girls)

[Chorus]
My life really is a highlight
My life turnin' to the day light
All the pretty girls wanna stay the night
Money, money, money, that's what they like

[Open Verse]

[Pre-Chorus]
I'm on my spaceship, takeoff (Ooh-ooh)
(Space, takeoff, space, takeoff, space, takeoff)
I'm with the baddest in the city and she's out of this world (Ooh)
(Out of this world, she out of this world)
I must've died and went to Heaven (Ooh-ooh)
(Went to Heaven, went to Heaven, went to Heaven)
'Cause all I see is 'Raris, Lamborghinis and topless girls (Ooh)
(Topless girls, topless girls)
See Travis Scott LiveGet tickets as low as $15You might also like[Chorus]
My life really is a highlight
My life turnin' to the day light
All the pretty girls wanna stay the night
Money, money, money, that's what they like

[Open Verse]3Embed"
TELEKINESIS,"159 ContributorsTranslationsEnglishРусскийPortuguês한국어DeutschTELEKINESIS Lyrics[Intro: Future]
Used to wanna fuck an R&B bitch, then that shit happened, yeah, yeah (Pluto)
Used to wanna be rich, then it finally happened
Thought it'd make me happy (Thought it'd make me happy)

[Verse 1: Future]
I could've took the pain and I could've went out sad
Streets stepped in and raised me, but I ain't have my daddy
Niggas tryna clone me, run off with my swag
From sellin' coco, got Chanel on my jacket (Jacket)
Shawty give me mop with the less, it don't last (Last)
Takin' more drugs all alone in a mansion
Walkin' around tweakin' with the yop in my hands (Walkin' around tweakin')
Just another broke ho just preachin' for thеse bands (Just another ho)
And I know I'm due for a billion-dollar advancе (Uh-huh)

[Chorus: Travis Scott & Future]
I can see the future, I can see the future (I can see the future)
I can see the future, it's lookin' like we leveled through the sky
I can't wait to live in glory in eternal lastin' life (Livin' in glory)
Won't you take the wheel? And I recline and I sit still
Might as well turn up now, He gon' pop up unannounced
To the trumpets, do you like the way it sounds? (Like the way it sound)

[Post-Chorus: Travis Scott]
You know the future of the bounce, ayy
I can hear your thoughts so loud, I can hear the crowd so loud
Do you like the way it sounds? Ayy
I can hear your thoughts so loud, I can hear the crowd so loud (So loud)
See Travis Scott LiveGet tickets as low as $15You might also like[Bridge: Travis Scott & Future]
I can see the future
Ride with Wolf and Storm' and some troopers
Ridin' through this shit, this shit is stupid
Sky walkin' 'round like I'm Luke-uh
Duckin' all these convos like I'm Bruce-uh, super
Mobbin' with my angels dodgin' Lucifer (Mob)
Seein' every angle, I can see through ya, yeah (Yeah)

[Chorus: Travis Scott & Future]
I can see the future, it's lookin' like we leveled through the sky (Seen enough)
I can't wait to live in glory in eternal lastin' life (Livin' in glory)
Won't you take the wheel? And (Seen enough) I recline and I sit still
Might as well turn up now, He gon' pop up unannounced
To the trumpets, do you like the way it sounds?
You know the future of the bounce

[Refrain: Future]
Count so much money 'til my skin peel
Cherry-red Benz like the real pimp (Yeah)
My bro cook up dope, it take real skill
Share my bitch with my ho, ain't got no chill (No)
You either gettin' to money or you're gossipin' (Yeah)
She chose up, put on this coat, now she lottery

[Verse 2: Future]
Places I thought I'd never go I fly models in
I hear the demons clear when they callin' (Yeah)
Flyest on the Earth, so I had to name myself a planet (Pluto)
Automatic dead when you goin' against my family
Few breakups went public, I just bought another baddie (Bought another baddie)
Bitch knew I was toxic, when she met me, I was a savage (Met me, I was a savage)
High in the hills tryna avoid any madness (Yeah)
Private on the Lear, this just like we imagined
Only settlin' for this Hi-Tech 'cause I ain't got the Actavis (Yeah)
I'm tryna be modest (Yeah), it sound like I'm braggin' (Braggin')
Cartier my frames (Frames), all because my fame (Fame)
Bitch said she ashamed to love me in public, rather go private (Seen enough)
[Refrain: Future]
Count so much money 'til my skin peel
Cherry-red Benz like the real pimp
My bro cook up dope, it take real skill
Share my bitch with my ho, ain't got no chill
You either gettin' to money or you're gossipin'
She chose up, put on this coat, now she lottery

[Chorus: Travis Scott]
I can see the future, it's lookin' like we leveled through the sky
I can't wait to live in glory in eternal lastin' life
Won't you take the wheel? And I recline and I sit still
Might as well turn up now, He gon' pop up unannounced
To the trumpets, do you like the way it sounds?

[Bridge: SZA & Travis Scott]
I can't get enough, told you I just want it all
I can't get enough, you ain't been doin' enough (Do you like the way it sounds?)
So cold, so cold
It's so cold, so cold, so cold

[Verse 3: SZA]
You could see the future, there's a sparkle in your eye
Why you all up on my thigh? Can't let you
Niggas plottin' my demise, I got murder on my mind
I got money on the line, I can't lose if I tried
Let no bitch break my stride
Chosen, I'm gon' bet on me
Chosen, all my shit antique
Frozen, I can't feel no heat
Diamonds dancing on me
You startin' fresh, man, you fell out of pocket
You fucked that girl that you met at the party
I got some new niggas down in the lobby
How can I sleep when you're out catchin' bodies?
I still wanna be with you, trust me, I know that's insane
I'd rather fuck on you than fuck on lames
I did some shit in Berlin, I'm OD
We both ain't shit and it's workin' for me
Workin' for me, yeah
I can see the future, I can see the future18Embed"
THANK GOD,"125 ContributorsTranslationsPortuguêsEspañolTürkçeРусскийDeutsch한국어ItalianoTHANK GOD Lyrics[Verse 1: Travis Scott]
I won't doubt it, I won't
He won't mislead all His followers
Prayin' on the process, mind and spirit
Feel like
Like I'm
Floatin' in my prime time

[Pre-Chorus: Travis Scott]
One life, live it right now
One life, live it in

[Chorus: KayCyy]
Goodbyes, that's life
Fun times for life
For life, from down my eyes
Thank God I'm free tonight
[Verse 2: Travis Scott & Teezo Touchdown]
Got God on the line
Tell the devil I'm fine
He always tryin'
Tryin' his best (No question)
Top of the pole
Me and my bros
When the story get told
It's gon' be BMF (Muchas gracias)
This shit sound hard
It wasn't made easy
You can't live twice
Thank God I'm brеathin' (We gon' fuck it up)
We gotta go now
See Travis Scott LiveGet tickets as low as $15You might also like[Pre-Chorus: Travis Scott]
One lifе, live it right now
One life, live it in

[Chorus: KayCyy & Teezo Touchdown]
Goodbyes, that's life
Fun times for life
For life, from down my eyes
Thank God I breathe tonight (Fuck it up)

[Segue: Travis Scott]
Oh

[Verse 3: Travis Scott & Stormi Webster]
Still no pressure
Thank God, I breathe
'Cause shit I speak is what they need, I tell no lies
I'm still up top, they still can't drop, but what if they not? (Uh)
Yeah (Yeah)
Last tape was filled up with slaps, I guess gotta run this shit back
Didn't like the way that shit went down at the awards, I admit it, it turned to a beast
This that shit right here that get me goin', after I pop me a piece
Way that we killin' the critics and killin' the hate, might gotta talk to a priest
The way we evolved and knocked down walls, this shit's outrageous (Ooh)
A quarterback calls, I don't like 12, except Tom Brady
Can't short my stock, I still stack tall, you still can't trade me
Storm's a minor but you know she livin' major (That's right, daddy)
When you flyin' up this high, it ain't no cables
Shit so lit, what happen in Vegas, it stay in Vegas
Mornin' time, we check the news, we made the papers14Embed"
That B!tch Crazy,"13 ContributorsThat B!tch Crazy Lyrics[Intro]
(Talking on the Phone)
She got a hold on me
Then she turnt around and go so cold on me
Almost frozed on me
Yeah I know
Na-na-na-now that bitch can't let me go

[Hook]
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy

[Verse 1]
I dozed off in this cabin
Damn, I woke up barely breathing
Damn, I can't believe what I'm seeing, bitch from last weekend
We all met up for drinks and
She standing same coat, still chiefing on that pinewood
I'm tryna' figure how I end up in these dry woods
About as high as I was, no clothes and I'm tied up
Look like life or death, and she staring me in eyes
So I had to wipe my eyes cause this shit ain't gone fly
So I had to go, broke out then I clocked out now it's time to roll
Should have know I shouldn't have boned but I had the dough
When I pulled out all the weed she pulled out the blow
See Travis Scott LiveGet tickets as low as $15You might also like[Hook]
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy

[Verse 2]
We took trips down to Marrows even shopped up at Meadows
She moved straight out the ghetto cause she deep down in that hell hole
Scholarships, daddy even let her drive all kind of whips
That's why I hear tire screeching
Oh my gosh oh my gosh oh my gosh oh my gosh
I feel like she right behind me
But that ass might be outside
See all this gold right behind me, now that shit ain't no mirage
And she crazy like she Fonzy cause I won't have no menage
When I see me on the concrete man I swear I almost died
Somehow I jumped straight out my car seat not even I parked that shit outside
That bitch had me running down a dark street
How I made it out alive I don't know I must be slonky
How I know, now now I know

[Hook + Bridge]
She met me at the street lights, street lights
She met me at the street lights, street lights
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy
She met me at the street lights, street lights
She met me at the street lights, street lights
She met me at the, that bitch crazy, that bitch crazy
Yeah I know yeah yeah I know yeah yeah yeah that bitch crazy
The street lights, the street lights
She met me at the street lights, street lights8Embed"
The Curse,"65 ContributorsThe Curse Lyrics[Intro]
Yeah, yeah, ooh-oh
Yeah
Yeah, ooh-oh
Yeah, yeah
They love you then they hate you, that's the curse

[Chorus]
They love you then they hate you, that's the curse, yeah
Niggas always plottin' on your worth, yeah
But momma always taught you put in work
Put in work, yeah, put in work, yeah
When your niggas switch up on you, that's the worst, yeah
They love you then they hate you, that's the curse, yeah
They love you then they hate you, that's the curse, yeah, ooh-ah

[Verse 1]
Got a call on the plane, I just left Mich'
Second row, the guy next to me havin' a slick conversation
Mama said the state denied for the fifth time
She need to borrow right now, yeah
I wrapped the money, flew it like a kite to H-Town, yeah
Now we on now like the light bill, but never cuttin' off, yeah
I'm on top now, still comin' down, but never fallin' off, yeah
I might need the distance, all I need is time, time
Can't even look at my phone line
Without a couple texts that I can't deny
Locked the phone, I had to close my eyes
Half the time, man, they tellin' lies
Who to trust? Man, I can't decide
Nowadays, we just don't reply
But they know my name, they compare it, still
We was busting seals before we had a mil'
We done had the grills before we had a deal
I'm a Houston nigga, that's what made me here
That's the curse, yeah
See Travis Scott LiveGet tickets as low as $15You might also like[Bridge]
They love you then they hate you, that's the curse, yeah
They love you then they hate you, that's the curse, yeah
But your momma always taught you put in work
Put in work, yeah, put in work, yeah
Yeah! Yeah!

[Verse 2]
They might hit you with that Tyga, never do you right
Hit you with that Bill Cosby, thirty bitches overnight
I might have to hit my back up, hit that 713 side
I might have to pull a Tiger, I might have to crash my ride
Can't be like you niggas, no, can't be like you guys
I can't tell no stories, no, I can't tell no lies
All we do is money, do that money exercise
We just pay our taxes, pay our tags, don't pay no mind
That's the worst

[Refrain]
They love you, then they hate you, that's the curse, yeah
They love you, then they hate you, that's the curse, yeah
They love you, then they hate you, that's the curse, yeah, yeah
Yeah! Yeah!

[Outro]
Yeah, yeah, yeah (Yah, yah)
Yeah, yeah, yeah (Yah, yah, yah)
Ooh-wah-oh (Yah, yah), ooh-oh (Yah, yah), yeah
Yeah, yeah, yeah (Yeah)
Yeah, yeh-ayy, yeah-ayy-ayy, yeah-ah, yeah, oh, oh-ooh-ohh12Embed"
​the ends,"223 ContributorsTranslationsEspañolPortuguêsTürkçe​the ends Lyrics[Produced by Evian Christ, OZ, Vinylz, Daxz & WondaGurl]

[Intro: Travis Scott]
2 AM, howlin' outside
Lookin', but I cannot find
Don't you fall asleep this time
I been on a long way drive
Only you can stand my mind
Only you can fix inside
So if I make it out tonight
Let's make it a badass time

[Verse 1: Travis Scott]
Okay, I got it, copy
20/20 but I can't see nobody
One eye open, Illuminati
This might be the verse that make 'em drop me
Ain't makin' friends, we just makin' hobbies (Yeah)
No, that wasn't my girl, that was just a hobby (Yeah, yeah)
Call up 50, tell 'em load up the lobby
Elevator up, no need to find me, yeah, yeah
X-ray vision, see through you niggas
Newspaper stand, we press the issue (Press it, press it, press the issue)
We ain't sendin' shots, we launchin' missiles (Yeah, right up at your hood up north)
Checkin' Third Ward, I'm goin' mental
Fuckin' up my room, I've been rackin' up incidentals
Cookin' on a tune, I've been cheffin' up instrumentals
Nothin' else to do when you're ridin' in the
When you ridin' in the, in the back of the back seat (Back seat, back seat, back seat, back seat)
Driver run the miles up like I'm runnin' a track meet (Track meet, track meet, track meet, track meet)
Gotta watch my back now, 'cause these niggas at me
All black in a Benz when I pull up on ya
See Travis Scott LiveGet tickets as low as $15You might also like[Chorus: Travis Scott & André 3000]
They don't want to see me in the ends, in the ends
Let me catch you creeping here past 10, in the ends
From a tribe of check-a-hoe like Indian
Oh, yeah, oh, yeah, oh, yeah (Eh-hey)

[Verse 2: André 3000]
To them I'm a big dick, a cheque and some laughter (Hahaha)
I guess it's all survival but please be careful, uh
I gave up on the Bible long time ago, uh
Oh, I hope it ain't give up on me, I don't know, ha
I came up in the town, they were murderin' kids, hmm
And dumped 'em in the creek up from where I live (Ayy)
Bodies, bodies, bodies sprinkled around (Uh, uh)
We runnin' through the sprinkler lookin' around
Killer would show up with boxes of pizza, uh
And said he had a label recruitin' people (Uh)
Put that on my grandma and everything, yeah
My homie said he told 'em his name was Wayne
It could've been me or could've been you too
But what a memory, it may need interludes (Could've been me)
What's gon' patch up my inner tube
So I could pop a wheelie and walk it too

[Outro: Travis Scott]
Oh yeah, La Flame with the nappy fro' now, yeah
In the ends, I'ma kick your door down, oh yeah
We keep wildin' out the Mo' now, oh yeah
Keep that 300 Z-Ro when I pull up on ya122Embed"
The Ends (Demo),"16 ContributorsThe Ends (Demo) Lyrics[Verse 1: Travis Scott]
Okay, I got it, copy
20/20 but I can't see nobody
One eye open, Illuminati
This might be the verse that make 'em drop me
Ain't makin' friends, we just makin' hobbies
No, that weren't my girl, that was just a hobby
Call up 50, tell 'em load up the lobby
Elevator up, no need to find me, yeah, yeah
X-ray vision, see through you niggas
Newspaper stand, we press the issue
We ain't sendin' shots, we launchin' missiles
Right up at your hood up north
Checkin' Third Ward, I'm goin' mental
Fuckin' up my room, I've been rackin' up incidentals
Cookin' on a tune, I've been cheffin' up instrumentals
Nothin' else to do when you're ridin' in the
When you ridin' in the, in the back of the back seat
Driver run the miles up like I'm runnin' a track meet
Gotta watch my back now, 'cause these niggas at me
All black in a Benz when I pull up on you

[Chorus: Travis Scott]
They don't want to see me in the ends, in the ends
Let me catch you creeping here past 10, in the ends
From a tribe of check-a-hoe like Indian
See Travis Scott LiveGet tickets as low as $15You might also like[Verse 2: Travis Scott]
Oh yeah, oh yeah
Oh yeah, I'm a dog with the dog pound
Oh yeah, La Flame checkin' in with the heat now
Oh yeah, havin' to eat now
Oh yeah, you went Whiteside on the rebound
Oh yeah, oh yeah
Oh yeah, running through the 713 with the check
Our necks iced out got a whole lotta bet, yeah
Hit it from the don whole lotta young respect
Oh yeah, copping hella dome on my jet
Oh yeah, god dammit got a whole new collect
Yeah, yeah, I've been sipping got my home in a wreck
Oh yeah, I'ma do the deal now
In the ends we might come and kick the door down
Oh yeah, when I follow through you oh now
Oh yeah, she gon' hit the damn C note when I pull up on you1Embed"
The Hooch,"106 ContributorsThe Hooch Lyrics[Chorus]
Wrist, wrist, mix up the hooch (Yeah!)
Mix up the hooch (Up the hooch)
No, this not Goose, this the hooch
Yeah, off the hooch, umm yeah (Yeah, yeah)
Feelin' kinda loose off the hooch
Yeah, loose off the hooch (Off the hooch)
Mix, mix, wrist, mix, mix, wrist up the hooch (Yeah!)
Mix up the hooch, umm, yeah

[Verse 1]
Fly done changed (Yeah!)
All in the mall, I ain't got no brain (Yeah!)
Doin' shit together we can't do again (Straight up!)
Brooklyn with the combo, I'll put in pain
Ooh, I'm back for another one
Ooh, I like the way you wind it (It's lit!)
Ooh, I hate when we're distant (Yeah!)
Ooh, she want a Michael, she don't do Jermaines (Hee-hee)
Prince with the hundreds, yeah, purple rain (Hee-hee)
Roll me up a Backwood, I can't do no planes (Hee-hee)
When I take a sip, I swear I know myself (Yeah!)
I can teach your ass the combo, don't tell nobody else (Straight up!)

[Chorus]
Wrist, wrist, mix up the hooch (Up the hooch)
Mix up the hooch (Up the hooch)
No, this not Goose, this the hooch
Yeah, off the hooch, umm yeah
Feelin' kinda loose off the hooch (Yeah!)
Yeah (Yah!), loose off the hooch
Mix, mix, wrist, mix, mix, wrist up the hooch (It's lit!)
Mix up the hooch (Straight up!)
See Travis Scott LiveGet tickets as low as $15You might also like[Verse 2]
Yeah, Clark Gable
Ain't no actin', leave yo' feelings at the crap table
In the party, I got jiggas in my Winnebago
Only horses, don't do Porsches cause they're never stable
Off the hooch juice, ooh
Off the hooch juice, ooh
Pop two tens, that's a twenty, we just started
Damn, I'm sorry if I end up crashin' in garages
Yeah, think you run your city, but you're barely joggin'
Yeah, think I'm shitting on you, but I barely farted
Yeah, might just cop the 'parment, put it in apartment, yeah, yeah
Biggie Poppa way I hit my baby, baby, yeah, yeah
Lil Wayne on the bracelets for a Cartier, yeah, yeah
V. Live or V. Live I cannot choose
If I tell you the combo can I trust you?
Umm, yeah

[Chorus]
Wrist, wrist, mix up the hooch
Mix up the hooch
No, this not Goose, this the hooch
Yeah, off the hooch, umm yeah
Feelin' kinda loose off the hooch
Yeah, loose off the hooch
Mix, mix, wrist, mix, mix, wrist up the hooch
Mix up the hooch, umm, yeah
Yeah64Embed"
The Hooch (Demo),"9 ContributorsThe Hooch (Demo) Lyrics[Chorus]
Wrist, wrist, mix up the hooch (Yeah)
Mix up the hooch (Up the hooch)
No, this not Goose, this the hooch (Yah)
Yeah, off the hooch, umm yeah (Yeah, yeah)
Feelin' kinda loose off the hooch (Yah)
Yeah, loose off the hooch (off the hooch)
Mix, mix, wrist, mix, mix, wrist up the hooch (Yeah)
Mix up the hooch, umm, yeah

[Verse 1]
Fly done changed (Yeah)
All in the mall, I ain't got no brain (Yeah)
Doin' shit together we can't do again (Straight up)
Brooklyn with the combo, I'll put in pain
Ooh, I'm back for another one (It's-)
Ooh, I like the way you wind it (It's lit)
Ooh, I hate when we're distant (Yeah)
Ooh, she want a Michael, she don't do Jermaines (Hee-hee)
Prince with the hundreds, yeah, purple rain (Hee-hee)
Roll me up a Backwood, I can't do no planes (Hee-hee)
When I take a sip, I swear I know myself (Yeah)
I can teach your ass the combo, don't tell nobody else (Straight up)

[Chorus]
Wrist, wrist, mix up the hooch (Up the hooch)
Yeah, mix up the hooch (Off the hoochie)
No, this not Goose, this the hooch
Yeah, off the hooch, umm yeah
Feelin' kinda loose off the hooch (Yeah)
Yeah (Yeah), loose off the hooch
Mix, mix, wrist, mix, mix, wrist up the hooch (It's lit)
Mix up the hooch, umm, yeah (Straight up)
See Travis Scott LiveGet tickets as low as $15You might also like[Verse 2]
Clark Gable
At the crib, the crap tables
I been going day bu
At the party, I got jiggas, I got winnebago
I can't hardly, I can hardly, I can't never stable
Yeah, off the hooch juice, ooh
Off the hooch juice, ooh
Nothin' brand new I swear a thing departed
Had to get it started for me all my new garages
Yeah, I'm in there, baby, baby, I've been driving nauseous
Stack the commas, feeling nauseous off that off and barbie
Chillin' in the sun, feel like Ken and Barbie, yeah, yeah
I done balsamic all my niggas, I mean, yeah, yeah
Hit the 504 up an' deuce
I can't even drink a Prada let me choose, ooh, yeah
Twinnin' all my bitches might just twin on you

[Chorus]
Wrist, wrist, mix up the hooch
Mix up the hooch
No, this not Goose, this the hooch, yeah
Yeah, off the hooch, umm, yeah
Feelin' kinda loose off the hooch
Yeah, loose off the hooch
Mix, mix, wrist, mix, mix, wrist up the hooch
Mix up the hooch, umm, yeah
Yeah4Embed"
